company_name,job_location,job_title,job_description,job_url
Kredivo Group,"Bukit Batu, Central Kalimantan, Indonesia",Sales Promotor Kredivo - PALANGKARAYA,"About the job
This job is sourced from a job board. Learn More
Job Description

 Melayani apa yang diinginkan pengguna dan merekomendasikan Kredivo sebagai moda pembayaran
 Meningkatkan product knowledge Kredivo dan menyampaikan pengetahuan ini dengan cara yang menarik
 Mempresentasikan dan mendemonstrasikan Kredivo kepada calon pengguna
 Menindaklanjuti keluhan dan permintaan pengguna serta memberikan panduan tepat penggunaan aplikasi Kredivo
 Memenuhi target harian dan mengirimkan laporan kepada pihak manajerial
 Mempertahankan hubungan dengan seluruh pemangku kepentingan yang terkait dengan produk Kredivo

Kualifikasi

 Domisili PALANGKARAYA dan sekitarnya
 Pendidikan minimal SMA/SMK sederajat
 Kandidat dengan pengalaman didunia sales lebih diutamakan
 Menggunakan HP Android
 Minimal sudah Vaksin Covid Pertama

Desired Skills and Experience
Target Oriented, Sales and Marketing, Communicative",https://www.linkedin.com/jobs/search/?currentJobId=4334308809&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=450
,,,,
Sekolah Kristen Tunas Bangsa,"Kelurahan Penjaringan, Jakarta, Indonesia",Telemarketing,"About the job
This job is sourced from a job board. Learn More
Role Description

This is a full-time role for a Telemarketing Specialist at St. Gabriel's Pre - University in Jakarta, Indonesia. The Telemarketing Specialist will be responsible for lead generation, customer service, communication, customer support, and sales activities to promote the institution's programs and services.

Qualifications

Lead Generation, Sales, and Communication skills
Proven track record of successfully meeting sales quotas, preferably over the phone
Proficient in English
Skilled in negotiation and dealing with enquiries/complaints
Persistent and results-oriented
Patient and able to handle customer rejection
Ability to work well in a team and independently
Strong organizational and time management skills
Previous experience in telemarketing or sales roles is a plus
Bachelor's degree in Marketing, Business, Communications, or a related field

Desired Skills and Experience
Marketing Communications, Sales Strategy, Negotiation Skills, Presentation Skills, Inbound Marketing",https://www.linkedin.com/jobs/search/?currentJobId=4334179696&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=450
Felaufee,"Kemayoran, Jakarta, Indonesia",Visual Designer,"About the job
This job is sourced from a job board. Learn More
This is a full-time WFO role for a Visual Designer located in Sunter, Jakarta. As our Visual Designer, you will be working directly with our CEO & Founder, gaining direct mentorship and strategic direction. You’ll be responsible for turning ideas into effective designs that connect with our audience.

Job Description

Design and produce visually appealing & effective marketing visuals for social media, marketplace and and advertisement
Collaborate closely with our marketing and creative teams to bring ideas to life
Develop visual identities to maintain consistency within the brand
Support content production with photo/video direction

Job Requirements

Minimum 1 year of experience as a Visual Designer or in a similar creative role
Proficiency in Adobe Creative Suite and familiarity with AI design tools (Adobe Firefly, Midjourney, or other generative AI platforms)
Creative thinker with attention to detail and brand aesthetics
Good time management and project coordination skills
Willing to Work From Office (Sunter, Jakarta Utara)

What We Offer

Competitive salary & performance-based bonuses
Dynamic, youthful, and growth-oriented work culture
Direct mentorship and guidance from our founders

Desired Skills and Experience
Graphic Design, Creative Design, Photography",https://www.linkedin.com/jobs/search/?currentJobId=4334249018&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=450
PT Raja Mitra Sehati,"Margahayu, West Java, Indonesia",Desainer Grafis & Brand,"About the job
This job is sourced from a job board. Learn More
Job Descriptions

Membuat dan merancang materi branding atau iklan
Membuat materi iklan cetak dan digital
Mengembangkan Visual Utama dan Materi Pendukung untuk Kampanye Pemasaran
Membantu dalam pengelolaan situs web, buletin, dan lainny
Mendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display Penjualan
Mengelola Desain dari Konsep hingga Produksi
Berinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktu
Mendokumentasikan dengan baik semua file desain

Job Requirements

Pendidikan minimal S1 Desain Komunikasi Visual
Pengalaman minimal 1 tahun di bidang yang sama
Terampil dalam fotografi dan videografi
Pengetahuan tentang produksi cetak, kode warna, format, dll.
Pengetahuan tentang pengeditan fotografi di Adobe Photoshop atau Lightroom

Desired Skills and Experience
Graphic Design, Video Editing, Canva Design",https://www.linkedin.com/jobs/search/?currentJobId=4334368276&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=450
Ideatax,"Jakarta, Indonesia",Senior Tax Dispute Consultant,"About the job
Company Description
Ideatax is a tax consulting firm based in Jakarta, Indonesia. With a combined experience in tax consulting and tax authority, we provide thorough solutions to our clients. We are committed to delivering high-quality service and employ problem-solving capabilities to meet our clients' needs.

Role Description
This is a full-time on-site role for a Senior Tax Consultant. The Senior Tax Consultant will be responsible for tax planning, compliance, preparation, audits, and maintaining knowledge of tax laws. The role will require working in our office located in Jakarta, Indonesia.

Qualifications
Bachelor's or Master's degree in Accounting, Finance, or related field
Have experience in Tax Consulting Firm is a must
Have min. 2 years experience in Senior level as Tax Consultant
Have Brevet A & B Certificate is a must
Tax Planning and Compliance skills
Knowledge of Tax Laws
Coretax skill
Strong analytical and problem-solving abilities
Ability to work independently and in a team
Compute and prepare clients' withholding tax worksheet (Article 21, 23, 4(2)) and report the tax return;
Compute and prepare clients' personal income tax (PIT), corporate income tax (CIT), report the tax return, tax advice and SP2DK;
Review the details of Monthly Tax Compliance Services and CITR;
Review and Preparation of Financial Statements;
Assist other team members in preparing working papers and submission letters for tax litigation processes at the audit, objections, and appeal levels;
Participate in the audit, objections, and appeal processes with other team members;
Reviewing team work;
Take part in special assignments from partners related to clients' accounting and tax requirements;
Have a fluency in English is a plus",https://www.linkedin.com/jobs/search/?currentJobId=4337925464&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
International Workplace Group plc,"Makassar, South Sulawesi, Indonesia",Partnership Sales Manager/Director - Makassar ,"About the job
Partnership Sales Manager

External Title: Partnership Sales Manager/Director

Internal Title: Partnership Sales Manager

Are you ready to lead the charge and be at the forefront of our ambitious global expansion? Is hunting, pitching and prospecting second nature to you? Can you confidently agree high-value commercial deals with building owners? Is business development in your blood? And are you relentless in your pursuit of delivering results, with the determination and resilience to change the world of work?

If yes, we need to talk.

What We Can Do For You

You’re reading the right ad if you’re looking for:

The most exciting growth opportunity in the world, where you’ll be challenged every day
Excellent training, development and promotion opportunities
A fantastic incentive scheme which can see you earn great commission and prizes.


We know we can only succeed if we give all our people every opportunity to shine. It’s why so many of our most senior leaders started their careers in our centres. And it’s what made IWG the dominant global leader in the flexible-workspace industry.

About IWG

IWG is the world’s leading flexible workspace provider - with the world’s most ambitious growth programme to open 30,000+ new centres over the next decade to complement our international network of 4,000+ tech-enabled, sustainable and inspiring flexible work centres. Across our multiple brands, including Regus, Spaces, HQ and Signature, we’re provide world-beating workplace solutions to over 80% of Fortune 500 companies, including Netflix, EY, Amazon and Uber, as well as to local small start-ups, entrepreneurs and emerging businesses.

About You

You’ll need to be passionate about working in a high-growth sector and ready to play a leading role in disrupting the commercial real-estate industry. You’ll excel at growing your network rapidly and taking our proposition to them. And you’ll thrive on initiating and closing multiple high-value deals at pace driven by your tenacity and expertise.

Whether pursuing your own leads or following up on centrally-driven enquiries, you’ll highlight what makes an IWG partnership so special. By ensuring prospective partners fully understand the value of our proposition, you’ll be doing much more than simply meeting sales targets. And thanks to your outstanding communications skills - primarily in your local language but also with a good level of English - you’ll be able to present a truly compelling narrative to large and small audiences alike.

Most importantly though, you’ll have the right, can-do mindset: passion, curiosity, pride, drive and ownership. We’ll look after the rest.

What You’ll Be Doing

Join our team of over 200 Partnerships Sales Leaders and you’ll get to harness your entrepreneurial mindset, strong business and financial acumen, and commitment to achieving outstanding business development results as we add to the over 1,000 deals in 50+ countries closed in the past year alone.

From one day to the next, you’ll get the chance to:

Agree high-value deals to deliver inspiring new partner locations, leveraging your expertise to expand the IWG network in every town and city
Hunt out exciting opportunities in commercial buildings of all types across your region, pitch for new partnership opportunities, convince partners to invest anywhere from £250k to £1m+ to develop a new IWG branded centre and close out deals quickly & effectively
Showcase the value of the IWG partnership proposition to your network of B2B connections
Source ambitious partners who match our growth goals and can help drive our rapid growth through building conversions, new development locations or competitor conversions
Employ a dynamic and versatile approach to business development, tailoring it to our partners’ varying commercial needs and requirements
Actively manage your pipeline of opportunities to drive each opportunity from initial contact, through detailed commercial negotiations, all the way to a signed commercial agreement.


Carbon Neutral Workplaces

IWG’s purpose is to help everyone have a great day at work, while protecting people and the planet. We are proud to supply all our customers with carbon-neutral workplaces, and have a strong climate action plan in place to help us achieve our objective of Net Zero emissions by 2040.

Leading Employer Award

IWG is proud to be the recipient of a Leading Employer Award in 2022, 2023 and 2024. Awarded exclusively to the top 1% of employers, the accolade is testament to our diverse global workforce and the role everyone plays in bringing our purpose, culture and values to life, every single day.

Join us at https://careers.iwgplc.com/home",https://www.linkedin.com/jobs/search/?currentJobId=4314499084&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Mobius Digital,Jakarta Metropolitan Area,DevOps Specialist.,"About the job
Minimum Qualifications and Experience

Can communicate in English (basic communication)
Have experience working professionally for at least 2 years
Work from office (WFO)
Available during office hours
No issues in working for financial services (banking, insurance, etc)

Job Description

We are hiring developers for projects with one of the biggest reputable conglomerates in Indonesia.
With us, you will be exposed to many exciting challenges and opportunities to grow through developing our websites, mobile apps, mobile websites, and applications across our business units.
Programming stack we are looking for: DevOps Engineer

Do reach out to us if you believe you have the relevant skills, looking forward to working together with you!",https://www.linkedin.com/jobs/search/?currentJobId=4337934689&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
PT Pronata Data Insani,Jakarta Metropolitan Area,Fullstack Enterprise Developer,"About the job
Requirements:
Bachelor degree in Computer Science/Information Technology or equivalent 
At least 5 Year(s) of working experience in the related field is required for this position.
Proven experience in Web Application Development using Java EE, ASP.NET, C#, or Ruby.
Proficient in development using frameworks such as AngularJS, Grails, or Groovy.
Strong understanding and hands-on experience with Web Servers including Apache, IIS, Nginx, and GlassFish.
Skilled in working with relational databases such as PostgreSQL and Microsoft SQL Server.
Familiar with Linux (CentOS) and Windows Server operating environments.
Solid understanding of Client–Server architecture and distributed system models.
Experience in developing or integrating Web Services (REST / SOAP).
Strong grasp of Object-Oriented Programming (OOP) principles and design patterns.
Experience with Business Process Management (BPM) applications, preferably integrated with SAP.",https://www.linkedin.com/jobs/search/?currentJobId=4334513398&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Gently,"Kota Tangerang Selatan, Banten, Indonesia",KOL Intern ,"About the job
We are looking for a passionate and creative KOL Intern to join our team. In this role, you will support the development and execution of Key Opinion Leader (KOL) collaborations and influencer marketing initiatives. You will gain hands-on experience in managing influencer relations, analyzing social media trends, and supporting campaign executions that drive brand awareness and engagement.

Requirement:
Minimum Bachelor’s Degree (S1) in Communication, Marketing, Business, or related fields.
Strong communication skills (verbal & written) to interact with influencers and internal teams.
Good critical thinking ability to evaluate influencers, campaign strategies, and content effectiveness.
Passionate about social media trends, influencer culture, and digital marketing.
Detail-oriented, proactive, and able to multitask in a fast-paced environment.
Familiarity with TikTok and Instagram platform.
Willing to be placed in BSD.

Job Description:
Identify and approach the right KOLs/influencers
Manage outreach, rate card negotiation, and collaborations
Coordinate campaign execution and monitor performance (engagement, reach, conversion)
Build and maintain relationships with influencers
Provide weekly/monthly reports on KOL performance",https://www.linkedin.com/jobs/search/?currentJobId=4334542732&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Tancorp,"Surabaya, East Java, Indonesia",CONTENT CREATOR,"About the job
Bachelor's degree in Design / Multimedia 
Having 2 years of experience in content strategy, copywriting, design, and multimedia
Solid understanding of content planning and design process
Good time and team management
Possessing good communication skills both written and spoken
Making content planning and writing articles
Developing a social media content, structure, and design
Developing advertising campaigns that use online channels such as social media, search engines, blogs, and e-newsletters",https://www.linkedin.com/jobs/search/?currentJobId=4334621049&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Nusantara Tour & Travel Branch Tembalang,"Semarang, Central Java, Indonesia",Messenger,"About the job
1. Mengantarkan dokumen, berkas sesuai kebutuhan perusahaan
2. Mengantarkan dokumen pembayaran ke Bank sesuai kebutuhan perusahaan",https://www.linkedin.com/jobs/search/?currentJobId=4321260899&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
PT. Praja Edukasi Indonesia,"Tangerang, Banten, Indonesia",Kepala Cabang,"About the job
This job is sourced from a job board. Learn More
Deskripsi Pekerjaan

Mengarahkan seluruh aspek operasional yang meliputi, customer service, sumber daya manusia, administrasi dan penjualan sesuai dengan tujuan perusahaan.
Memberikan pelatihan, pembinaan, pengembangan dan motivasi bagi karyawan.
Mengembangkan target dan rencana bisnis kantor cabang.
Menilai kondisi pasar lokal dan mengidentifikasi peluang penjualan saat ini dan prospek ke depannya.
Mempertanggungjawabkan pencapaian kepada pimpinan.
Mematuhi standar etika yang tinggi, dan mematuhi semua aturan atau hukum yang berlaku.
Memperkuat jaringan untuk meningkatkan reputasi cabang dan perusahaan.
Tetap mengikuti persaingan pasar dan melaporkan pergerakan dan penetrasi pasar.

Kualifikasi

Memiliki wawasan tentang pemasaran dan dunia Pendidikan
Memiliki kemampuan memimpin
Mampu merencanakan dan menyusun Stategi Pemasaran
Mampu mengelola tim dengan baik.

Desired Skills and Experience
Keterampilan Komunikasi, Target Penjualan, Analisis, Manajemen Cabang, Multitasking, Memahami Negosiasi, Manajemen Aset, Manajemen Penjualan dan Pemasaran, Kepemimpinan Strategis, Manajemen Kepatuhan",https://www.linkedin.com/jobs/search/?currentJobId=4334482614&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
PT Tiga Maha Rewa,"Makassar, South Sulawesi, Indonesia",Accounting Administrator,"About the job
Jobdesk
Mengelola dan mencatat seluruh transaksi keuangan perusahaan secara akurat dan tepat waktu.
Menyusun laporan keuangan bulanan dan tahunan (neraca, laba rugi, arus kas)
Memeriksa dan memverifikasi bukti transaksi 
Memantau Cash Flow perusahaan.

Kualifikasi
Pendidikan minimal S1 Akuntansi/Keuangan
Pengalaman minimal 2 tahun di bidang akuntansi
Teliti, jujur, mampu bekerja dengan tenggat waktu, dan memiliki inisiatif tinggi.",https://www.linkedin.com/jobs/search/?currentJobId=4321090300&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Corus International,"Jakarta, Jakarta, Indonesia","Director of Finance and Administration, CDC Funded Health System Strengthening Activity (Indonesia)","About the job
About Corus: Corus International is the parent of a family of world-class organizations working to deliver the holistic, lasting solutions needed to end extreme poverty once and for all. We are a global leader in international development, with 150 years of combined experience across our brands. Our nonprofit and for-profit subsidiaries include IMA World Health, Lutheran World Relief, CGA Technologies, Ground Up Investing, and Farmers Market Brands. Our more than 800 employees around the globe are experts in their fields and dedicated to helping the world's most vulnerable people break the cycle of poverty and lead healthy lives. Further details about the organization can be found at: https://corusinternational.org

Today, IMA offers extensive expertise in managing and implementing highly successful and complex donor-funded programs in global health security, nutrition, maternal and child health, health systems strengthening (HSS), malaria, HIV/AIDS, and neglected tropical diseases (NTDs). IMA has managed an average of $100 million annually over the last four fiscal years, through grants and contracts from the United States Government, FCDO, World Bank, the Global Fund, UNDP, and private donors.

About The Job

IMA World Health, a member of Corus International, is seeking a Director of Finance and Administration to lead an anticipated 5-year $12.5 million CDC-funded project titled Building and Strengthening Public Health Systems, Impact, and Capacity in Indonesia through Partner Collaboration. The program's goal is to build and sustain a more resilient public health system in Indonesia in an effort to identify, respond and mitigate health threats. This project aims to foster partnerships that support collaboration between CDC and the Indonesian Ministry of Health (MOH) in achieving global health security goals, implementing International Health Regulations core principles, and effectively preventing, detecting, and responding to public health threats. The project will strengthen capacity in five key public health areas: Real-Time Surveillance and Reporting, Laboratory Systems, Workforce Development, Emergency Management and Response, and Health System Strengthening and Services Delivery.

The Director of Finance and Administration will manage all financial aspects of the project; supervise procurement, finance, human resources, and administrative staff; and ensure cost-conscious, efficient spending and compliance with all IMA World Health and CDC regulations, including financial reporting requirements. S/he will manage financial reporting, annual budgeting, compliance, team supervision, cash management, and audit preparation, and award reporting. S/he will develop and oversee the implementation of internal controls, policies, procedures, and systems for administration and financial support services and human resource management while supporting operational excellence and risk mitigation. S/he will be responsible for financial management and review of project sub-awardees, while providing oversight of project operations. Finally, s/he will provide financial information to the Project Director for decision-making. The position will report to the Project Director.

The Director of Finance and Administration will be based in Jakarta. Actual hiring is contingent upon signed agreement and CDC's approval.

Key Responsibilities

Oversee all aspects of program financial management and operations, including financial and accounting systems implementation; bookkeeping; bank accounts; forecasting; budgeting; cash flow; procurement; payroll expenditure tracking; and financial reporting.
Manage project funds and track project expenses for appropriate execution of the project.
Collaborate with the Project Director and IMA Headquarters in the development of program financial, accounting, procurement, and HR systems, including policies and procedures, in accordance with CDC rules and regulations and IMA policies.
Lead the project budgeting process; oversee effective budget planning; develop and implement budgeting and financial reporting processes to meet project financial management, forecasting, and reporting requirements.
Supervise project financial staff; institute staff development plans for training and capacity development; oversee staff recruitment.
Ensure continual review of internal controls, communications, risk assessments and maintenance of documentation.
Prepare monthly financial reports. Provide timely and accurate financial reports and quarterly accrual projects to HQ and CDC as required.
Ensure that sub-recipient and local consultancy documents and procedures are completed in a timely and correct manner and comply with IMA and CDC policies and regulations.
Manages the financial and administrative aspects of all sub-agreements under the activity, supporting and monitoring local partners and sub-recipients to ensure sound financial management, operations, and compliance.
Oversee all program human resources management, policies, and procedures; oversee local staff recruitment processes, including participating in interviews (as needed) and salary negotiations, and in preparing employment contracts.
Serve as CDC's principal point of contact on financial matters, while keeping the Project Director informed of all contact and communications with the CDC.

Qualifications

Minimum of a Master's degree (or international equivalent) in business administration, finance, accounting, or related field; additional accounting certification preferred (e.g., AICPA, Association of Chartered Certified Accountants (ACCA), Chartered Institute of Management Accountants (CIMA), etc.)
Minimum of seven (7) years of progressively responsible administrative and financial management experience on donor-funded international development projects, including financial and accounting systems development, financial monitoring, budget development and analysis, procurement, operations and logistics, IT, and human resources management and administration. Previous experience on CDC-funded projects is highly desirable.
Minimum of seven (7) years of leadership/supervisory experience managing finance, accounting, operations, and administrative staff and teams. Experience strengthening the organizational capacity of host country institutions is strongly preferred but not required.
Proficiency in financial software and tools, including Word, Excel, PowerPoint, and accounting systems.
At least 5 years of experience with U.S. Government financial management instruments, policies, financial, operational and compliance procedures and requirements.
Excellent knowledge of CDC rules and regulations relating to financial management standards and cost principles is required.
Fluency in English is required.
Experience working in Indonesia highly desirable.
Demonstrated leadership and supervision skills, versatility, and integrity; excellent organizational, analytical, interpersonal, and oral and written communications skills; demonstrated supervisory skills and ability to work well as a member of a team and with partners.
Ability to travel to project sites as needed.",https://www.linkedin.com/jobs/search/?currentJobId=4334572002&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
TalentPop App,"Surabaya, East Java, Indonesia",Digital Marketing Assistant,"About the job
Join TalentPop as a Digital Marketing Assistant (Remote)

TalentPop is a fast-growing e-commerce company committed to connecting with customers and driving traffic to our Shopify store and other marketplaces. We are looking for a creative, data-savvy, and motivated Digital Marketing Assistant to join our team. If you thrive on improving online visibility, crafting engaging content, and supporting key marketing initiatives, we want to hear from you!

What You'll Do

Assist in the creation, editing, and scheduling of email marketing content and newsletters to drive sales and customer engagement.
Support and execute on-page and off-page SEO strategies to increase organic traffic and search rankings.
Use your skills in Excel to collect, analyze, and report on campaign performance data (e.g., email open rates, website traffic, conversion).
Leverage AI tools to streamline content creation processes, research effective messaging, and identify new marketing trends.
Help manage and update website content, banners, and landing pages to support ongoing promotions and product launches.
Monitor competitor marketing activities and assist in the implementation of new digital marketing tactics across various channels.

What We’re Looking For

Minimum of 1 year of experience supporting digital marketing or content creation efforts, preferably in an e-commerce environment.
A solid understanding of SEO principles, keyword research, and email marketing best practices.
Strong writing and editing skills for crafting clear, compelling, and brand-consistent marketing copy.
Proficiency with **Excel** or Google Sheets for data organization, tracking, and basic analysis.
Highly organized, proactive, and able to manage multiple marketing tasks and deadlines simultaneously.

Technical Requirements

Stable DSL, Cable, or Fiber internet connection (minimum 15 Mbps, LAN connection preferred).
Personal PC or laptop with a minimum i5 processor.

What We Offer

Annual performance-based salary increases.
Health and dental insurance coverage or a health stipend to support your well-being.
Paid Time Off and a Holiday Bonus.
Recognition and performance incentives.
Fast growth means excellent chances for career advancement within the company!

Important: Application Instructions

To be considered for this position, please make sure to include the following application code in your submission: DMA25. This code helps us quickly identify applicants for the Digital Marketing Assistant role. Applications submitted without this code may experience delays in processing. Be sure to highlight it clearly when you apply so our recruitment team knows you’ve carefully read the job posting.

Ready to Join Us?

Become a part of TalentPop and help us drive our e-commerce success to new heights! We're excited to see what you’ll bring to the table.",https://www.linkedin.com/jobs/search/?currentJobId=4321230730&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
Vidico,Indonesia,Motion Designer ,"About the job
Are you a creative storyteller with a flair for motion design? Vidico is searching for freelance Motion Designers to join our dynamic team.

At Vidico, we produce stunning creative content for global brands like TikTok, Square, Spotify, and Deloitte. Our videos and campaigns have set benchmarks in the industry, garnering over 1.3 billion views globally.

As a Motion Designer, you will:
Create high-quality motion graphics and animations for advertising, marketing, and television campaign
Collaborate with scriptwriters, directors, and editors to deliver compelling visual storie
Work on dynamic video content, including explainer videos, product demos, and animated brand pieces.

Skills, Education & Experience Requirements:
Strong Portfolio: Demonstrable experience in 2D motion graphics, animation, and video content.
Adobe After Effects Expertise: Proficiency in Adobe After Effects and related motion design tools.
Formal Training: Completion of a reputable motion design course, reflecting a solid understanding of the foundational principles of animation.
Motion Graphics Animation: Proven experience in animating overlays, typography, shapes, and user interface (UI) elements.
Aesthetic Sensibility: Advanced taste and a keen eye for diverse and innovative motion styles.
Effective Communication: Ability to articulate visual ideas clearly and effectively.
Project Management: Strong organisational skills with the capability to manage multiple projects simultaneously.",https://www.linkedin.com/jobs/search/?currentJobId=4321110050&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
PT Indofood CBP Sukses Makmur Tbk - Noodle Division,"Padalarang, West Java, Indonesia",Public Relation Staff,"About the job
Persyaratan Pekerjaan

 Pendidikan Min D3 All Major
 Menguasai MS Office
 Mampu menggunakan aplikasi desain grafis
 Memiliki kemampuan komunikasi & public speaking yang baik

Deskripsi Pekerjaan

 Membantu keberlangsungan kegiatan internal dan eksternal Perusahaan
 Expose publik
 Penanganan costumer compalin dan survey
 Membuat laporan mingguan dan bulanan",https://www.linkedin.com/jobs/search/?currentJobId=4321022794&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
CODE.ID,"Jakarta, Jakarta, Indonesia",Fullstack Developer React js dan node.js,"About the job
This job is sourced from a job board. Learn More
Pendidikan minimal S1 (Teknik Informatika / Sistem Informasi / Ilmu Komputer) atau setara.

Memiliki pengalaman kerja minimal 2–3 tahun sebagai Fullstack Developer.

Menguasai React.js (Frontend) dan Node.js (Backend).

Memahami konsep REST API dan integrasi dengan sistem lain.

Menguasai Database (MySQL / PostgreSQL / MongoDB).

Terbiasa menggunakan Git / Version Control System.

Memiliki pemahaman dasar terkait CI/CD menjadi nilai tambah.

Memahami arsitektur aplikasi berbasis microservices menjadi nilai lebih.

Mampu bekerja dengan tim maupun individu, serta memiliki komunikasi yang baik.

Bersedia bekerja secara full WFO di Jakarta Pusat.

Bersedia ditempatkan di lokasi klien (outsource).

Minimum Qualifications

Pendidikan minimal S1 (Teknik Informatika / Sistem Informasi / Ilmu Komputer) atau setara.

Memiliki pengalaman kerja minimal 2–3 tahun sebagai Fullstack Developer.

Menguasai React.js (Frontend) dan Node.js (Backend).

Memahami konsep REST API dan integrasi dengan sistem lain.

Menguasai Database (MySQL / PostgreSQL / MongoDB).

Terbiasa menggunakan Git / Version Control System.

Memiliki pemahaman dasar terkait CI/CD menjadi nilai tambah.

Memahami arsitektur aplikasi berbasis microservices menjadi nilai lebih.

Mampu bekerja dengan tim maupun individu, serta memiliki komunikasi yang baik.

Bersedia bekerja secara full WFO di Jakarta Pusat.

Bersedia ditempatkan di lokasi klien (outsource).",https://www.linkedin.com/jobs/search/?currentJobId=4334560841&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
PT Pro Sigmaka Mandiri,"Jakarta, Jakarta, Indonesia",Business Analyst,"About the job
This job is sourced from a job board. Learn More
Menganalisa spesifikasi dan permintaan dari tim produk atau pengguna.
Menjelaskan secara teknis tugas yang perlu dilakukan oleh tim Backend Engineer, Frontend Engineer, dan QA/Tester agar proyek berjalan sesuai ekspektasi tim produk.
Mengidentifikasi risiko proyek dan menyusun rencana mitigasi darurat secara cepat dan efektif.
Menganalisa rencana proyek yang ada dan menjadwalkan pertemuan untuk membahas perbaikan yang diperlukan.
Memastikan tetap up-to-date dengan tren dan perkembangan di industri.
Menyusun laporan perkembangan proyek dan menyampaikan presentasi kepada pemangku kepentingan secara rutin.
Melaksanakan semua tugas sesuai dengan prosedur dan kebijakan perusahaan.

Minimum Qualifications

Minimal lulusan S1, diutamakan dari jurusan terkait (Teknologi Informasi, Sistem Informasi, Manajemen, atau sejenisnya).
Pengalaman sebagai Business Analyst atau peran serupa di proyek IT merupakan nilai tambah.
Memiliki kemampuan analisa yang kuat dan detail-oriented.
Mampu berkomunikasi dengan jelas kepada tim teknis maupun non-teknis.
Proaktif, mampu bekerja dalam tenggat waktu ketat, dan mampu menangani beberapa tugas sekaligus.
Durasi Proyek: 3 bulan (Project Based)",https://www.linkedin.com/jobs/search/?currentJobId=4334421370&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=475
